,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
836,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","I want you to assume that this jury has heard evidence and seen documentary evidence\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=89\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5583 historically that indicates that if tobacco smoking\n\nwas ever proven to cause disease, the tobacco\n\nindustry would stop making it?\n\nMR.",17846,want,1480753
837,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","I want you to assume that this jury has heard evidence and seen documentary evidence\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=89\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5583 historically that indicates that if tobacco smoking\n\nwas ever proven to cause disease, the tobacco\n\nindustry would stop making it?\n\nMR.",17846,want,358 6486
838,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","I want you to assume that this jury has heard evidence and seen documentary evidence\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=89\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5583 historically that indicates that if tobacco smoking\n\nwas ever proven to cause disease, the tobacco\n\nindustry would stop making it?\n\nMR.",17846,want,1480753
839,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","I want you to assume that this jury has heard evidence and seen documentary evidence\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=89\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5583 historically that indicates that if tobacco smoking\n\nwas ever proven to cause disease, the tobacco\n\nindustry would stop making it?\n\nMR.",17846,want,001-060-358-6486
840,PERSON,1,PERSON:MR,BY MR.,17925,BY,MR
841,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,17928,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
842,PERSON,4,"PERSON:Mr., PERSON:Shulman, PERSON:Mr., PERSON:Shulman","when you\'re teaching and trying to explain to folks why they\'re having such a hard time quitting, folks like Mr. Shulman \xef\xbf\xbd which, by the way, does Mr. Shulman fit into the category of what we call a generic smoking?  ",17947,\xef\xbf\xbd,Mr. Shulman
843,PERSON,4,"PERSON:Mr., PERSON:Shulman, PERSON:Mr., PERSON:Shulman","when you\'re teaching and trying to explain to folks why they\'re having such a hard time quitting, folks like Mr. Shulman \xef\xbf\xbd which, by the way, does Mr. Shulman fit into the category of what we call a generic smoking?  ",17947,\xef\xbf\xbd,Mr. Shulman
844,ORG,1,ORG:category.\n\nQ,and I believe he fits into the later category.\n\nQ    ,18047,believe,category.\n\nQ    
845,ORG,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,Trade Thompson
846,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,358-6486
847,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,1480753
848,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,358 6486
849,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,1480753
850,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Is it typical or\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=90\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5584 atypical?\n\nA    ,18091,signed,001-060-358-6486
851,PERSON,1,PERSON:that.\n\nQ,It has a lot of the hallmarks of what I would be looking for when I would be trying to assess that.\n\nQ    ,18115,has,that.\n\nQ    
852,PERSON,1,PERSON:MR,BY MR.,18235,BY,MR
853,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,18238,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
854,ORG,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,Trade Thompson
855,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,358-6486
856,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,1480753
857,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,358 6486
858,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,1480753
859,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","Will you read it to the jury, please?\n\nA    Tobacco changes the brain\'s chemistry and hijacks the body\'s own pleasure system, the endorphins, creating a dependency on an outside action, in this case smoking, to alter mood.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=91\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5585",18256,read,001-060-358-6486
860,ORG,4,"ORG:Mayo, ORG:Clinic, ORG:Apple, ORG:App","As I\'m going through this, I\'m sort of weaving in some of the things I know you do professionally, but besides the web site that you\'ve developed that the Mayo Clinic has, besides the app you can get at the Apple App store for a phone on the mental workout and how to quit, the public videos, you\'ve got your own web site up, don\'t",18428,got,Mayo Clinic
861,ORG,4,"ORG:Mayo, ORG:Clinic, ORG:Apple, ORG:App","As I\'m going through this, I\'m sort of weaving in some of the things I know you do professionally, but besides the web site that you\'ve developed that the Mayo Clinic has, besides the app you can get at the Apple App store for a phone on the mental workout and how to quit, the public videos, you\'ve got your own web site up, don\'t",18428,got,Apple App
862,ORG,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,Trade Thompson
863,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,358-6486
864,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,1480753
865,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,358 6486
866,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,1480753
867,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Post\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,18546,signed,001-060-358-6486
868,ORG,2,"ORG:Huffington, ORG:Post?\n\nA",How long have you been a contributing blogger for the Huffington Post?\n\nA    ,18597,been,Huffington Post?\n\nA    
869,PERSON,1,PERSON:It\,A subject matter of a lot of those posts have to do with getting folks to understand the nature and severity of their nicotine addiction?\n\nA    It\'s all about smoking and,18624,have,   It\
870,ORG,1,ORG:case?\n\nA,How many hours have you spent working on this case?\n\nA    ,18722,spent,case?\n\nA    
871,PERSON,3,"PERSON:consultation?\n\nElectronically, ORG:Trade, ORG:Thompson",How many hours do you spend in your initial consultation?\n\nElectronically signed by Trade Thompson (,18770,spend,consultation?\n\nElectronically
872,ORG,3,"PERSON:consultation?\n\nElectronically, ORG:Trade, ORG:Thompson",How many hours do you spend in your initial consultation?\n\nElectronically signed by Trade Thompson (,18770,spend,Trade Thompson
873,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5587,18785,Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,358-6486
874,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5587,18785,Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,1480753
875,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5587,18785,Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,358 6486
876,PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5587,18785,Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,1480753
877,INTERNATIONAL_PHONE_NUMBER,0,,001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5587,18785,Odb\x0c\npgNbr=93\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage,001-060-358-6486
878,PERSON,2,"PERSON:Mr., PERSON:Shulman","So when it comes to Mr. Shulman, was your assessment and determination that he was suffering from tobacco dependency that was driving his smoking behavior for all those years, was that a complex or difficult assessment to do or conclusion to arrive at?  ",18855,was,Mr. Shulman
879,ORG,2,"ORG:clinician?\n\nA, ORG:No.\n\nQ","Was that difficult for you?\n\nA    No.\n\nQ Was it a cloudy, muddy, or uncertain case from your perspective as a clinician?\n\nA    No.\n\nQ   ",18902,Was,clinician?\n\nA    No.\n\nQ   
880,PERSON,3,"PERSON:Mr., PERSON:Shulman, ORG:bit?\n\nA",So you also got a chance to fill in the blanks and speak with Mr. Shulman a little bit?\n\nA    ,18928,got,Mr. Shulman
881,ORG,3,"PERSON:Mr., PERSON:Shulman, ORG:bit?\n\nA",So you also got a chance to fill in the blanks and speak with Mr. Shulman a little bit?\n\nA    ,18928,got,bit?\n\nA    
882,ORG,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,Trade Thompson
883,ORG,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,conversation?\n\nA    
884,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,358-6486
885,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,1480753
886,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,358 6486
887,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,1480753
888,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, ORG:conversation?\n\nA",Do you remember anything you interacted with him about in\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=94\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5588 short conversation?\n\nA    ,18986,remember,001-060-358-6486
889,PERSON,1,PERSON:record.\n\nQ,didn\'t see that in the record.\n\nQ    ,19033,see,record.\n\nQ    
890,PERSON,1,PERSON:right.\n\nA,All right.\n\nA    ,19040,All,right.\n\nA    
891,PERSON,1,PERSON:\xef\xbf\xbd,"So can you tell the jurors, after you assessed him and \xef\xbf\xbd",19052,tell,\xef\xbf\xbd
892,ORG,1,ORG:them.\n\nQ,and I scored them.\n\nQ    ,19120,scored,them.\n\nQ    
893,PERSON,2,"PERSON:Mr., PERSON:Shulman",Did you need to do that to figure out that Mr. Shulman was addicted and that was what was driving his smoking?  ,19131,need,Mr. Shulman
894,ORG,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,Trade Thompson
895,PERSON,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,know.\n\nQ    
896,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,358-6486
897,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,1480753
898,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,358 6486
899,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,1480753
900,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, PERSON:know.\n\nQ","administer them as such, but I\'m\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=95\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5589 able to kind of do it in my head and figure out what\n\nI need to know.\n\nQ    ",19231,administer,001-060-358-6486
901,ORG,3,"ORG:\xef\xbf\xbd\n\nA, ORG:Yeah.\n\nQ, ORG:\xef\xbf\xbd",The key features from those instruments \xef\xbf\xbd\n\nA    Yeah.\n\nQ    \xef\xbf\xbd are within your awareness when you diagnose?\n\nA    ,19273,are,\xef\xbf\xbd\n\nA    Yeah.\n\nQ    \xef\xbf\xbd
902,ORG,2,"ORG:Mr., ORG:Shulman?\n\nA","So after your review, did you \xef\xbf\xbd we already talked about him being dependent, addictive, can you tell the jurors did you come to a conclusion as to whether or not that dependence within a reasonable degree of scientific certainty drove the smoking that you saw in Mr. Shulman?\n\nA    ",19387,tell,Mr. Shulman?\n\nA    
