center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[6.93e+02 2.00e+00 1.51e+04 3.00e+00 4.60e+01 4.55e+02 2.48e+02 1.00e+01],333,693,2,['PHONE_NUMBER'],725,5,['You want to get them to take it as\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=76\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5570 seriously as possible.\\n\\nIf'],[15100],['1480753']
[6.93e+02 2.00e+00 1.51e+04 3.00e+00 4.60e+01 4.55e+02 2.48e+02 1.00e+01],333,694,2,['PHONE_NUMBER'],725,5,['You want to get them to take it as\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=76\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5570 seriously as possible.\\n\\nIf'],[15100],['358 6486']
[6.93e+02 2.00e+00 1.51e+04 3.00e+00 4.60e+01 4.55e+02 2.48e+02 1.00e+01],333,695,3,['PHONE_NUMBER'],725,5,['You want to get them to take it as\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=76\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5570 seriously as possible.\\n\\nIf'],[15100],['1480753']
[6.93e+02 2.00e+00 1.51e+04 3.00e+00 4.60e+01 4.55e+02 2.48e+02 1.00e+01],333,696,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['You want to get them to take it as\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=76\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5570 seriously as possible.\\n\\nIf'],[15100],['001-060-358-6486']
"[6.970e+02 1.000e+00 1.519e+04 2.000e+00 2.190e+02 2.260e+02 3.500e+01
 1.770e+02]",334,697,0,['PERSON'],725,1,['Is there \\xef\\xbf\\xbd'],[15190],['\\xef\\xbf\\xbd']
"[6.9800e+02 2.0000e+00 1.5193e+04 1.0000e+00 5.9000e+01 5.4100e+02
 1.5600e+02 1.6300e+02]",335,698,0,['ORG'],725,1,['what is the number one most\\n\\nprevalent drug addiction in the United States?\\n\\nMR.'],[15193],['United States?\\n\\nMR']
"[6.9900e+02 1.0000e+00 1.5214e+04 2.0000e+00 1.5000e+02 1.5900e+02
 3.0000e+01 8.0000e+01]",336,699,1,['PERSON'],725,2,['Henningfield.  '],[15214],['Henningfield']
"[6.9900e+02 1.0000e+00 1.5214e+04 2.0000e+00 1.5000e+02 1.5900e+02
 3.0000e+01 8.0000e+01]",336,700,1,['PERSON'],725,2,['Dr. Proctor.\\n\\nTHE COURT:  Sustained.\\n\\nBY MR.'],[15217],['Dr. Proctor.\\n\\nTHE']
"[7.0100e+02 2.0000e+00 1.5291e+04 1.0000e+00 4.6000e+01 3.0100e+02
 2.0800e+02 1.6100e+02]",337,701,1,['ORG'],725,1,['SCHLESINGER:\\n\\nElectronically signed by Trade Thompson ('],[15291],['Trade Thompson']
"[ 7.0500e+02  0.0000e+00  1.5297e+04  3.0000e+00 -1.0000e+00  2.1000e+01
  4.3000e+01  1.0000e+01]",338,702,1,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=77\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5571 Q    Okay.  '],[15297],['358-6486']
"[ 7.0500e+02  0.0000e+00  1.5297e+04  3.0000e+00 -1.0000e+00  2.1000e+01
  4.3000e+01  1.0000e+01]",338,703,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=77\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5571 Q    Okay.  '],[15297],['1480753']
"[ 7.0500e+02  0.0000e+00  1.5297e+04  3.0000e+00 -1.0000e+00  2.1000e+01
  4.3000e+01  1.0000e+01]",338,704,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=77\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5571 Q    Okay.  '],[15297],['358 6486']
"[ 7.0500e+02  0.0000e+00  1.5297e+04  3.0000e+00 -1.0000e+00  2.1000e+01
  4.3000e+01  1.0000e+01]",338,705,3,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=77\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5571 Q    Okay.  '],[15297],['1480753']
"[ 7.0500e+02  0.0000e+00  1.5297e+04  3.0000e+00 -1.0000e+00  2.1000e+01
  4.3000e+01  1.0000e+01]",338,706,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=77\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5571 Q    Okay.  '],[15297],['001-060-358-6486']
"[7.0700e+02 2.0000e+00 1.5315e+04 1.0000e+00 5.8000e+01 8.8000e+01
 2.3200e+02 1.6200e+02]",339,707,1,['ORG'],725,1,"[""Can you tell the jurors whether or\\n\\nnot it\\'s an epidemic in the United States, yes or no?\\n\\nMaybe it is.  ""]",[15315],['United States']
"[7.0800e+02 2.0000e+00 1.5354e+04 1.0000e+00 1.1900e+02 4.5300e+02
 2.3200e+02 3.0700e+02]",340,708,0,['ORG'],725,1,['You tell us.\\n\\nMR.'],[15354],['us.\\n\\nMR.']
"[7.0900e+02 1.0000e+00 1.5385e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",341,709,1,['PERSON'],725,1,['BY MR.'],[15385],['MR']
"[7.1100e+02 1.0000e+00 1.5403e+04 1.0000e+00 3.4000e+01 2.8900e+02
 4.6000e+01 1.3600e+02]",342,711,1,['ORG'],725,1,['Q    '],[15403],['Q    ']
"[7.120e+02 1.000e+00 1.545e+04 2.000e+00 1.990e+02 2.890e+02 4.600e+01
 1.360e+02]",343,710,0,['PERSON'],725,3,['SCHLESINGER:\\n\\nQ    '],[15388],['SCHLESINGER:\\n\\nQ    ']
"[7.120e+02 1.000e+00 1.545e+04 2.000e+00 1.990e+02 2.890e+02 4.600e+01
 1.360e+02]",343,712,1,['PERSON'],725,3,['Q    '],[15450],['Q    ']
"[7.120e+02 1.000e+00 1.545e+04 2.000e+00 1.990e+02 2.890e+02 4.600e+01
 1.360e+02]",343,720,1,['PERSON'],725,3,['SCHLESINGER\\n\\nQ    '],[15529],['SCHLESINGER\\n\\nQ    ']
"[7.1300e+02 1.0000e+00 1.5463e+04 2.0000e+00 1.9900e+02 2.9100e+02
 1.5600e+02 1.3600e+02]",344,713,1,['PERSON'],725,1,['Q    Why is it so hard to eradicate?\\n\\nMR.'],[15463],['Q    ']
"[7.1600e+02 2.0000e+00 1.5504e+04 3.0000e+00 4.6000e+01 3.4700e+02
 1.5000e+01 1.0000e+01]",345,715,1,['PHONE_NUMBER'],725,5,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['358-6486']
"[7.1600e+02 2.0000e+00 1.5504e+04 3.0000e+00 4.6000e+01 3.4700e+02
 1.5000e+01 1.0000e+01]",345,716,2,['PHONE_NUMBER'],725,5,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['1480753']
"[7.1600e+02 2.0000e+00 1.5504e+04 3.0000e+00 4.6000e+01 3.4700e+02
 1.5000e+01 1.0000e+01]",345,717,2,['PHONE_NUMBER'],725,5,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['358 6486']
"[7.1600e+02 2.0000e+00 1.5504e+04 3.0000e+00 4.6000e+01 3.4700e+02
 1.5000e+01 1.0000e+01]",345,718,3,['PHONE_NUMBER'],725,5,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['1480753']
"[7.1600e+02 2.0000e+00 1.5504e+04 3.0000e+00 4.6000e+01 3.4700e+02
 1.5000e+01 1.0000e+01]",345,719,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['001-060-358-6486']
"[7.2100e+02 2.0000e+00 1.5534e+04 1.0000e+00 7.3000e+01 9.0000e+01
 2.3200e+02 1.8900e+02]",346,721,0,['ORG'],725,1,"['Can you tell the jurors, yes or no, whether the difficulty of eradicating the epidemic in any way depends upon a powerful industry which per \\xef\\xbf\\xbd\\n\\nMR.']",[15534],['\\xef\\xbf\\xbd\\n\\nMR.']
"[7.2300e+02 1.0000e+00 1.5585e+04 1.0000e+00 3.9000e+01 3.0400e+02
 5.0000e+01 1.4800e+02]",347,714,1,['ORG'],725,2,['THE COURT:  Sustained.\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071'],[15504],['Trade Thompson']
"[7.2300e+02 1.0000e+00 1.5585e+04 1.0000e+00 3.9000e+01 3.0400e+02
 5.0000e+01 1.4800e+02]",347,723,1,['ORG'],725,2,['SCHLESINGER:\\n\\nQ    '],[15585],['SCHLESINGER:\\n\\nQ    ']
"[7.2500e+02 1.0000e+00 1.5619e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",348,722,1,['PERSON'],725,4,['BY MR.'],[15582],['MR']
"[7.2500e+02 1.0000e+00 1.5619e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",348,724,1,['PERSON'],725,4,['Dr. Proctor.\\n\\nTHE COURT:  Sustained.'],[15612],['Dr. Proctor.\\n\\nTHE']
"[7.2500e+02 1.0000e+00 1.5619e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",348,725,2,['PERSON'],725,4,['BY MR.'],[15619],['MR']
"[7.2500e+02 1.0000e+00 1.5619e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",348,727,3,['PERSON'],725,4,['BY MR.'],[15661],['MR']
"[7.2600e+02 1.0000e+00 1.5622e+04 2.0000e+00 2.0500e+02 3.0400e+02
 5.0000e+01 1.4800e+02]",349,726,0,['PERSON'],725,2,['SCHLESINGER:\\n\\nQ    '],[15622],['SCHLESINGER:\\n\\nQ    ']
"[7.2600e+02 1.0000e+00 1.5622e+04 2.0000e+00 2.0500e+02 3.0400e+02
 5.0000e+01 1.4800e+02]",349,728,0,['PERSON'],725,2,['SCHLESINGER:\\n\\nQ    '],[15664],['SCHLESINGER:\\n\\nQ    ']
"[7.2900e+02 2.0000e+00 1.5669e+04 1.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.6100e+02]",350,729,1,['ORG'],725,1,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['Trade Thompson']
"[7.3100e+02 2.0000e+00 1.5669e+04 3.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.0000e+01]",351,730,1,['PHONE_NUMBER'],725,5,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['358-6486']
"[7.3100e+02 2.0000e+00 1.5669e+04 3.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.0000e+01]",351,731,2,['PHONE_NUMBER'],725,5,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['1480753']
"[7.3100e+02 2.0000e+00 1.5669e+04 3.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.0000e+01]",351,732,2,['PHONE_NUMBER'],725,5,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['358 6486']
"[7.3100e+02 2.0000e+00 1.5669e+04 3.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.0000e+01]",351,733,3,['PHONE_NUMBER'],725,5,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['1480753']
"[7.3100e+02 2.0000e+00 1.5669e+04 3.0000e+00 4.6000e+01 3.6300e+02
 2.0400e+02 1.0000e+01]",351,734,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\\'s sold everywhere, that it\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=79\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5573 seems more like a normal behavior.  ""]",[15669],['001-060-358-6486']
"[7.360e+02 2.000e+00 1.581e+04 1.000e+00 1.170e+02 1.990e+02 3.200e+01
 3.010e+02]",352,736,0,['ORG'],725,1,"[""I\\'m going to\\n\\nstrike \\xef\\xbf\\xbd\\n\\nMR.""]",[15810],['to\\n\\nstrike \\xef\\xbf\\xbd\\n\\nMR']
"[7.3700e+02 1.0000e+00 1.5815e+04 2.0000e+00 2.0300e+02 3.0000e+02
 4.9000e+01 1.4500e+02]",353,735,1,['PERSON'],725,3,['SCHLESINGER:  '],[15796],['SCHLESINGER']
"[7.3700e+02 1.0000e+00 1.5815e+04 2.0000e+00 2.0300e+02 3.0000e+02
 4.9000e+01 1.4500e+02]",353,737,2,['PERSON'],725,3,['SCHLESINGER:  '],[15815],['SCHLESINGER']
"[7.3700e+02 1.0000e+00 1.5815e+04 2.0000e+00 2.0300e+02 3.0000e+02
 4.9000e+01 1.4500e+02]",353,742,2,['PERSON'],725,3,['SCHLESINGER:\\n\\nQ    '],[15870],['SCHLESINGER:\\n\\nQ    ']
"[7.3800e+02 1.0000e+00 1.5818e+04 2.0000e+00 1.6300e+02 2.5500e+02
 1.8100e+02 9.4000e+01]",354,738,0,['PERSON'],725,1,"['Last part, Judge?\\n\\nTHE COURT:  ']",[15818],['Judge?\\n\\nTHE']
"[7.4000e+02 3.0000e+00 1.5825e+04 1.0000e+00 2.5200e+02 4.3100e+02
 1.9700e+02 2.4600e+02]",355,739,0,['PERSON'],725,2,"[""Where he said, and that creates\\n\\na national belief that it\\'s not a real problem\\n\\nand referring to national beliefs and the like,\\n\\nthat\\'s all completely stricken from the record\\n\\nand the jury should disregard it.\\n\\nMR.""]",[15825],['creates\\n\\na']
"[7.4000e+02 3.0000e+00 1.5825e+04 1.0000e+00 2.5200e+02 4.3100e+02
 1.9700e+02 2.4600e+02]",355,740,0,['ORG'],725,2,"[""Where he said, and that creates\\n\\na national belief that it\\'s not a real problem\\n\\nand referring to national beliefs and the like,\\n\\nthat\\'s all completely stricken from the record\\n\\nand the jury should disregard it.\\n\\nMR.""]",[15825],['it.\\n\\nMR.']
"[7.4100e+02 2.0000e+00 1.5864e+04 2.0000e+00 2.8500e+02 2.5700e+02
 3.7000e+01 2.9600e+02]",356,741,0,['PERSON'],725,2,['Let me try this.\\n\\nBY MR.'],[15864],['this.\\n\\nBY MR']
"[7.4100e+02 2.0000e+00 1.5864e+04 2.0000e+00 2.8500e+02 2.5700e+02
 3.7000e+01 2.9600e+02]",356,749,0,['PERSON'],725,2,"[""It\\'s aimed at smokers realizing that some of the beliefs that are out there that are ingrained, deep cultural beliefs that have turned out not to be true.\\n\\nQ    ""]",[15953],['true.\\n\\nQ    ']
"[7.4300e+02 2.0000e+00 1.5895e+04 1.0000e+00 4.6000e+01 4.4400e+02
 2.0800e+02 1.6100e+02]",357,743,1,['ORG'],725,1,['Yes.\\n\\nElectronically signed by Trade Thompson ('],[15895],['Trade Thompson']
"[ 7.4500e+02  0.0000e+00  1.5901e+04  3.0000e+00 -1.0000e+00  2.2000e+01
  4.3000e+01  1.0000e+01]",358,744,1,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=80\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5574 Q    Okay.  '],[15901],['358-6486']
"[ 7.4500e+02  0.0000e+00  1.5901e+04  3.0000e+00 -1.0000e+00  2.2000e+01
  4.3000e+01  1.0000e+01]",358,745,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=80\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5574 Q    Okay.  '],[15901],['1480753']
"[ 7.4500e+02  0.0000e+00  1.5901e+04  3.0000e+00 -1.0000e+00  2.2000e+01
  4.3000e+01  1.0000e+01]",358,746,2,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=80\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5574 Q    Okay.  '],[15901],['358 6486']
"[ 7.4500e+02  0.0000e+00  1.5901e+04  3.0000e+00 -1.0000e+00  2.2000e+01
  4.3000e+01  1.0000e+01]",358,747,3,['PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=80\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5574 Q    Okay.  '],[15901],['1480753']
"[ 7.4500e+02  0.0000e+00  1.5901e+04  3.0000e+00 -1.0000e+00  2.2000e+01
  4.3000e+01  1.0000e+01]",358,748,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,['001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=80\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5574 Q    Okay.  '],[15901],['001-060-358-6486']
"[7.5000e+02 1.0000e+00 1.6078e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",359,750,1,['PERSON'],725,1,['BY MR.'],[16078],['MR']
"[7.5100e+02 1.0000e+00 1.6081e+04 2.0000e+00 2.0500e+02 3.0400e+02
 5.0000e+01 1.4800e+02]",360,751,0,['PERSON'],725,1,['SCHLESINGER:\\n\\nQ    '],[16081],['SCHLESINGER:\\n\\nQ    ']
"[7.5200e+02 3.0000e+00 1.6083e+04 2.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 2.2300e+02]",361,752,0,['PERSON'],725,2,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['coming\\n\\nElectronically']
"[7.5200e+02 3.0000e+00 1.6083e+04 2.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 2.2300e+02]",361,753,1,['ORG'],725,2,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['Trade Thompson']
